Date,DXY Index,ADXY Index,SPX Index,LQD US Equity,LF98TRUU Index,TLT US Equity,USGG2YR Index,CCMP Index,CRB CMDT Index,EUCRBRDT Index,LOCADY Comdty,XAU Curncy,AMZN US Equity
15/8/18,96.696,104.22,2818.37,115.72,1977.83,120.84,2.6082,7774.12,414.17,69.9,5843,1174.85,94.131
16/8/18,96.645,104.8,2840.69,115.87,1979.5,120.83,2.6164,7806.52,413.84,70.29,5860,1174.16,94.326
17/8/18,96.101,105.08,2850.13,115.97,1980.33,120.98,2.6059,7816.33,413.5,70.97,5844,1184.25,94.111
20/8/18,95.9,105.19,2857.05,116.27,1982.34,121.79,2.5851,7821.01,414.19,71.48,5963,1190.48,93.836
21/8/18,95.256,105.35,2862.96,115.98,1984.15,121.38,2.5954,7859.17,414.42,72.05,6025.5,1195.99,94.171
22/8/18,95.146,105.23,2861.82,115.97,1986.14,121.86,2.5912,7889.1,413.66,74.28,6000,1195.8,95.245
23/8/18,95.666,104.74,2856.98,116.01,1986.55,122.05,2.6162,7878.46,412.51,74.21,5910.5,1185.56,95.145
24/8/18,95.146,105.56,2874.69,116.24,1987.43,122.29,2.6202,7945.98,412.3,75.01,6001,1205.35,95.27
27/8/18,94.779,105.53,2896.74,116.06,1989.36,121.59,2.6412,8017.9,412.84,75.69,6001,1211.38,96.384
28/8/18,94.72,105.51,2897.52,115.62,1989.85,120.86,2.6654,8030.04,412.23,75.56,6118,1201,96.641
29/8/18,94.6,105.33,2914.04,115.5,1989.98,121.02,2.6755,8109.69,411.78,77.03,6065,1206.6,99.905
30/8/18,94.723,104.89,2901.13,115.61,1989.32,121.28,2.6492,8088.36,410.96,77.1,6066.5,1199.98,100.119
31/8/18,95.14,105.09,2901.52,115.44,1988.97,120.995,2.6269,8109.54,411.42,77.15,6019,1201.15,100.636
3/9/18,95.14,105.14,2901.52,115.44,1988.97,120.995,2.6269,8109.54,411.42,77.47,5951,1201.27,100.636
4/9/18,95.439,104.89,2896.72,114.88,1989.14,120.03,2.6533,8091.25,411.23,77.5,5823,1191.52,101.976
5/9/18,95.184,104.88,2888.6,114.81,1987.29,119.71,2.6493,7995.17,409.89,76.57,5850,1196.73,99.741
6/9/18,95.021,104.81,2878.05,115.13,1987.11,120.15,2.633,7922.73,410.44,76.34,5940,1199.98,97.916
7/9/18,95.365,104.51,2871.68,114.65,1986.28,119.13,2.7025,7902.54,411.77,76.69,5883,1196.93,97.604
10/9/18,95.15,104.45,2877.13,115.03,1988.11,119.57,2.7108,7924.16,413.6,77.03,5840.5,1195.88,96.951
11/9/18,95.249,104.56,2887.89,114.77,1989.31,118.66,2.7438,7972.47,411.55,79.12,5849,1198.59,99.358
12/9/18,94.799,104.84,2888.92,115,1991.72,118.94,2.7481,7954.23,409.53,79.81,5891,1206.24,99.5
13/9/18,94.518,104.91,2904.18,115.24,1994.47,119.12,2.7565,8013.71,409.47,78.44,5991,1201.47,99.494
14/9/18,94.927,104.53,2904.98,115.1,1995.28,118.55,2.7777,8010.04,408.7,78.16,5946.5,1194.85,98.51
17/9/18,94.496,104.56,2888.8,115.03,1996.28,118.55,2.7779,7895.79,410.51,77.87,5860,1201.46,95.402
18/9/18,94.64,104.71,2904.31,114.56,1997.3,117.31,2.7988,7956.11,410.2,78.71,6003,1198.36,97.053
19/9/18,94.537,104.86,2907.95,114.39,1996.61,116.61,2.7907,7950.04,412.25,79.21,6057,1204.04,96.321
20/9/18,93.912,105.02,2930.75,114.69,1996.37,117.15,2.8034,8028.23,413.55,78.45,6057,1207.18,97.215
21/9/18,94.22,104.9,2929.67,114.71,1996.64,117.1,2.7999,7986.96,414.3,78.17,6203,1200.04,95.751
24/9/18,94.185,104.74,2919.37,114.45,1996.43,116.8,2.8169,7993.25,415.67,80.76,6320,1199.03,96.718
25/9/18,94.133,104.71,2915.56,114.45,1995.94,116.68,2.8391,8007.47,416.76,81.21,6276,1201.22,98.727
26/9/18,94.193,104.76,2905.97,114.86,1997.12,117.5,2.8148,7990.37,416.45,81.28,6257.5,1194.44,98.742
27/9/18,94.894,104.72,2914,115.01,1998.2,117.58,2.8269,8041.97,416.5,81.46,6222,1182.83,100.649
28/9/18,95.132,104.8,2913.98,114.93,2000.04,117.27,2.8188,8046.35,414.95,82.95,6180,1190.88,100.15
1/10/18,95.298,104.57,2924.59,114.42,2003.87,116.15,2.8189,8037.3,415.23,85.1,6172,1188.99,100.218
2/10/18,95.507,104.47,2923.43,114.52,2004.71,116.86,2.8108,7999.55,417.25,84.73,6274,1203.32,98.566
3/10/18,95.762,104.23,2925.51,113.85,2004.36,114.83,2.872,8025.09,417.68,86.09,6275,1197.35,97.638
4/10/18,95.751,103.96,2901.61,113.38,1995.13,114.02,2.868,7879.51,417.27,85.07,6310,1199.92,95.471
5/10/18,95.624,103.86,2885.57,112.94,1991.31,113.04,2.885,7788.45,417.29,84.2,6182.5,1203.63,94.483
8/10/18,95.761,103.78,2884.43,112.82,1991.31,112.66,2.885,7735.95,417.43,83.8,6169,1188.08,93.221
9/10/18,95.668,103.79,2880.34,113.14,1986.14,113.8,2.8851,7738.02,418.08,85.01,6219,1189.77,93.516
10/10/18,95.508,103.48,2785.68,112.83,1979.22,113.49,2.8421,7422.05,416.68,82.82,6294,1194.79,87.763
11/10/18,95.017,104.09,2728.37,113.3,1979.25,114.87,2.8484,7329.06,416.68,80.51,6155,1224.09,85.968
12/10/18,95.221,103.81,2767.13,113.32,1982.23,114.47,2.8528,7496.89,417.66,80.87,6325,1217.05,89.431
15/10/18,95.059,103.86,2750.79,113.11,1984.08,114.42,2.855,7430.74,419.02,81.05,6296,1227.06,88.048
16/10/18,95.048,104.14,2809.92,113.4,1987.23,114.68,2.8655,7645.49,418.83,81.67,6202,1224.95,90.998
17/10/18,95.575,103.89,2809.21,112.84,1986.77,114,2.8885,7642.7,417.73,80.43,6249,1222.29,91.587
18/10/18,95.9,103.61,2768.78,112.84,1982.11,113.96,2.8741,7485.14,415.92,79.37,6147,1225.81,88.536
19/10/18,95.713,103.84,2767.78,112.7,1981.2,113.71,2.9038,7449.03,416.67,80.12,6191.5,1226.49,88.202
22/10/18,96.013,103.72,2755.88,112.56,1981.43,113.56,2.9082,7468.63,416.8,79.52,6284,1222.1,89.465
23/10/18,95.961,103.75,2740.69,112.72,1974.82,113.92,2.879,7437.54,416.14,75.68,6167.5,1230.3,88.435
24/10/18,96.434,103.57,2656.1,112.88,1975.77,114.78,2.8305,7108.4,415.42,75.51,6215,1233.79,83.21
25/10/18,96.679,103.54,2705.57,112.74,1972.41,114.3,2.8467,7318.34,415.73,76.14,6210,1232.17,89.109
26/10/18,96.359,103.53,2658.69,112.93,1967.28,114.99,2.8062,7167.21,416.79,77.26,6159,1233.53,82.141
29/10/18,96.579,103.27,2641.25,112.8,1967.85,114.73,2.8164,7050.29,416.4,76.31,6260,1229.42,76.944
30/10/18,97.011,103.37,2682.63,112.55,1963.94,114.16,2.8507,7161.65,415.57,75.7,6136,1222.93,76.521
31/10/18,97.127,103.23,2711.74,112.23,1968.07,113.58,2.8669,7305.9,416.13,73.86,6073,1214.76,79.901
1/11/18,96.277,104.03,2740.37,112.2,1969.71,113.41,2.8445,7434.06,417.76,72.07,6070,1233.43,83.277
2/11/18,96.542,104.33,2723.06,111.75,1971.7,112,2.9034,7356.99,417.75,71.97,6255,1232.89,83.277
5/11/18,96.279,104.23,2738.31,111.95,1973.22,112.44,2.9075,7328.85,418.89,72.14,6239,1231.49,81.39
6/11/18,96.317,104.26,2755.45,112.14,1975.01,112.37,2.9279,7375.96,417.36,71.13,6205,1227.19,82.141
7/11/18,95.997,104.55,2813.89,112.43,1980.27,112.52,2.9567,7570.75,417.36,71.32,6210,1226.49,87.775
8/11/18,96.724,104.19,2806.83,112.1,1981.27,112.51,2.965,7530.89,416.23,70.12,6137,1224,87.746
9/11/18,96.905,103.89,2781.01,112.18,1973.92,113.35,2.9241,7406.9,414.26,68.73,6088,1209.65,85.622
12/11/18,97.542,103.54,2726.22,112.17,1973.92,114.09,2.9241,7200.87,415.35,68,6083.5,1200.37,81.843
13/11/18,97.303,103.89,2722.18,112.02,1966.07,114.02,2.8911,7200.88,413.81,64.18,6130,1202.23,81.559
14/11/18,96.803,103.92,2701.58,111.72,1958.78,114.09,2.8663,7136.39,414.21,64.66,6106,1210.88,79.951
15/11/18,96.927,104.2,2730.2,111.51,1951.67,114.04,2.8539,7259.03,415.93,65.78,6188,1213.36,80.972
16/11/18,96.465,104.36,2736.27,111.73,1948.39,114.7,2.7998,7247.87,416.8,66.32,6181,1223.36,79.671
19/11/18,96.193,104.23,2690.73,111.62,1946.5,115.02,2.7893,7028.48,418.1,66.32,6260,1224.17,75.614
20/11/18,96.836,104.11,2641.89,111.35,1940.96,115.06,2.8037,6908.82,416.79,61.81,6262,1221.66,74.773
21/11/18,96.712,104.32,2649.93,111.59,1945.5,115.02,2.8139,6972.25,416.45,62.94,6242,1226.04,75.837
22/11/18,96.712,104.29,2649.93,111.59,1945.5,115.02,2.8139,6972.25,416.45,61.93,6246,1228.64,75.837
23/11/18,96.916,104.17,2632.56,111.64,1942.68,115.14,2.8094,6938.98,415.27,58.57,6210,1223.05,75.103
26/11/18,97.074,104.16,2673.45,111.69,1945.27,114.88,2.8302,7081.85,413.26,60,6246,1222.4,79.066
27/11/18,97.369,104.09,2682.17,111.55,1942.31,115.01,2.8329,7082.7,411.73,60.4,6169.5,1215.05,79.071
28/11/18,96.786,104.4,2743.79,111.85,1948.73,114.45,2.8086,7291.59,413.18,58.05,6198,1221.23,83.888
29/11/18,96.778,104.67,2737.76,111.53,1950.58,114.9,2.8086,7273.08,414.23,58.94,6282,1224.21,83.679
30/11/18,97.272,104.46,2760.17,111.46,1951.14,115.33,2.7865,7330.54,416.18,58.44,6238,1220.52,84.509
3/12/18,97.04,105.12,2790.37,111.52,1959.51,115.88,2.8211,7441.51,418.3,61.09,6307,1230.67,88.618
4/12/18,96.965,105.23,2700.06,111.54,1956.3,117.82,2.7947,7158.43,418.64,60.38,6278,1238.54,83.42
5/12/18,97.07,105.13,2700.06,111.54,1956.3,117.82,2.7947,7158.43,417.02,60.58,6162,1237.29,83.42
6/12/18,96.81,104.87,2695.95,111.88,1944.49,118.19,2.76,7188.26,416.56,59.22,6112,1237.78,84.96
7/12/18,96.514,104.67,2633.08,111.89,1948.32,118.41,2.7109,6969.25,417.73,60.27,6173,1249.31,81.457
10/12/18,97.219,104.3,2637.72,112.23,1944.24,118.9,2.7292,7020.52,416.78,58.78,6112,1244.46,82.052
11/12/18,97.388,104.36,2636.78,112.43,1947.61,118.88,2.7641,7031.83,414.66,59.54,6163,1243.25,82.162
12/12/18,97.044,104.73,2651.07,112.55,1952.79,118.35,2.7723,7098.31,415.27,59.15,6151,1245.66,83.177
13/12/18,97.064,104.71,2650.54,112.85,1953.5,118.07,2.762,7070.33,416.2,60.66,6196,1241.99,82.919
14/12/18,97.443,104.35,2599.95,112.73,1950.56,118.48,2.733,6910.67,414.97,59.32,6104,1239.02,79.596
17/12/18,97.1,104.49,2545.94,112.85,1946.08,119.17,2.6916,6753.73,414.38,57.83,6095.5,1245.85,76.046
18/12/18,97.104,104.75,2546.16,112.9,1937.74,119.6,2.6439,6783.91,413.38,55.15,6043,1249.42,77.574
19/12/18,97.035,104.54,2506.96,112.81,1932.69,121.18,2.6458,6636.83,412.76,55.74,5987,1243.08,74.754
20/12/18,96.276,104.85,2467.42,112.44,1907.94,120.74,2.6706,6528.41,411.74,53.98,6015,1259.86,73.042
21/12/18,96.956,104.49,2416.62,112.33,1904.43,120.72,2.6389,6333,410.8,52.66,5987,1256.94,68.873
24/12/18,96.553,104.64,2351.1,112.07,1898.08,121.32,2.5593,6192.92,410.49,49.73,5931.5,1269.22,67.198
25/12/18,96.581,104.72,2351.1,112.07,1898.08,121.32,2.5593,6192.92,410.49,49.79,5931.5,1268.54,67.198
26/12/18,97.05,104.87,2467.7,111.98,1896.4,120.02,2.615,6554.36,410.66,54.17,5931.5,1267.14,73.545
27/12/18,96.481,104.97,2488.83,111.98,1899.56,120.04,2.5625,6579.49,409.95,52.64,5990,1275.71,73.082
28/12/18,96.402,105.21,2485.74,112.51,1906.39,121.05,2.5161,6584.52,408.65,51.89,6018,1280.71,73.901
31/12/18,96.173,105.38,2506.85,112.82,1909.36,121.51,2.4878,6635.28,409.17,53.17,5965,1282.49,75.099
1/1/19,96.085,105.24,2506.85,112.82,1909.36,121.51,2.4878,6635.28,409.17,52.82,5965,1282.6,75.099
2/1/19,96.819,105.21,2510.03,113.17,1910.52,122.15,2.4676,6665.94,409.43,53.83,5839,1284.59,76.957
3/1/19,96.305,105.04,2447.89,113.22,1912.37,123.54,2.3786,6463.5,410.92,54.61,5811,1294.28,75.014
4/1/19,96.179,105.53,2531.94,113.15,1932.54,122.11,2.4937,6738.86,412.94,56.58,5840,1286.05,78.77
7/1/19,95.666,105.67,2549.69,113.16,1947.64,121.75,2.5406,6823.47,413.58,56.93,5889.5,1289.21,81.476
8/1/19,95.903,105.49,2574.41,113.41,1957.67,121.43,2.5855,6897,413.63,57.76,5904.5,1285.39,82.829
9/1/19,95.219,105.77,2584.96,113.84,1967.12,121.24,2.5529,6957.08,412.56,60.54,5964,1293.56,82.971
10/1/19,95.539,105.92,2596.64,113.54,1967.82,120.46,2.5755,6986.07,411,60.45,5908.5,1286.65,82.811
11/1/19,95.67,106.14,2596.26,113.75,1969.14,120.93,2.5408,6971.48,411.81,59.81,5926.5,1290.25,82.028
14/1/19,95.61,106.04,2582.61,113.45,1966.92,120.48,2.5347,6905.92,412.52,58.47,5861,1291.72,80.861
15/1/19,96.039,105.92,2610.3,113.52,1969.3,120.04,2.5347,7023.83,411.24,59.72,5882,1289.51,83.728
16/1/19,96.059,106.03,2616.1,113.74,1975.25,120.16,2.5409,7034.69,412.31,60.56,5911,1293.67,84.189
17/1/19,96.065,105.84,2635.96,113.97,1976.59,120.19,2.5637,7084.46,414.02,60.52,5933,1292.05,84.661
18/1/19,96.336,105.64,2670.71,114.17,1982.64,119.56,2.6139,7157.23,411.3,62.07,6022,1282.11,84.81
21/1/19,96.336,105.56,2670.71,114.17,1982.64,119.56,2.6139,7157.23,411.3,62.37,5951.5,1280.47,84.81
22/1/19,96.303,105.49,2632.9,114.36,1979.83,120.37,2.5869,7020.36,410.1,61.03,5926.5,1285.22,81.609
23/1/19,96.123,105.69,2638.7,114.65,1978.93,120.32,2.5829,7025.77,411.52,60.57,5920.5,1282.72,82.001
24/1/19,96.601,105.67,2642.33,114.95,1977.95,121.11,2.5642,7073.46,411.35,60.92,5885,1281.21,82.747
25/1/19,95.794,106.22,2664.76,115.05,1982.43,120.53,2.6063,7164.86,411.62,61.16,5901,1305.25,83.529
28/1/19,95.746,106.17,2643.85,115.03,1980.75,120.41,2.5897,7085.69,412.47,59.47,5996,1303.36,81.895
29/1/19,95.821,106.27,2640,115.28,1982.36,121.02,2.5726,7028.29,412.99,60.84,6007,1311.79,79.694
30/1/19,95.34,106.69,2681.05,115.81,1986.64,120.93,2.5081,7183.08,413.66,61.33,6077,1319.91,83.522
31/1/19,95.578,106.8,2704.1,116.62,1995.67,121.97,2.4576,7281.74,412.83,60.91,6148,1321.25,85.937
1/2/19,95.579,106.26,2706.53,115.99,1998.17,120.96,2.5019,7263.87,412.94,62.54,6097.5,1317.98,81.312
4/2/19,95.852,106.29,2724.87,115.83,2000.41,120.42,2.5364,7347.54,413.49,62.58,6076.5,1312.25,81.666
5/2/19,96.067,106.31,2737.7,116.3,2007.31,120.97,2.5222,7402.08,414.15,61.72,6174,1315.32,82.941
6/2/19,96.39,106.19,2731.61,116.08,2009.56,121.03,2.5243,7375.28,413.47,62.14,6210,1306.6,82.013
7/2/19,96.507,106.13,2706.05,116.06,2003.43,121.83,2.4795,7288.35,413.47,61.55,6227,1310.11,80.718
8/2/19,96.637,106.11,2707.88,116.35,2001.5,122.35,2.465,7298.2,413.03,61.86,6207,1314.29,79.411
11/2/19,97.057,105.88,2709.8,116.09,2002.92,121.87,2.4854,7307.91,411.59,61.46,6148,1308.12,79.55
12/2/19,96.709,106.19,2744.73,116.25,2008.21,121.555,2.5059,7414.62,411.81,62.34,6102,1310.8,81.901
13/2/19,97.129,105.96,2753.03,115.95,2009.41,121.1,2.5305,7420.38,411.68,63.4,6120,1306.27,82
14/2/19,96.978,105.98,2745.73,116.08,2009.56,121.79,2.4935,7426.96,411.57,64.26,6178.5,1312.57,81.133
15/2/19,96.904,106.06,2775.6,116.22,2012.74,121.98,2.5141,7472.41,413.36,66.01,6190,1322.49,80.398
18/2/19,96.904,106,2775.6,116.22,2012.74,121.98,2.5141,7472.41,413.36,65.99,6269.5,1326.89,80.398
19/2/19,96.52,106.29,2779.76,116.29,2014.94,122.29,2.4872,7486.77,413.71,65.97,6246.5,1340.94,81.379
20/2/19,96.454,106.47,2784.7,116.19,2017.43,121.94,2.4975,7489.07,413.82,66.66,6351.5,1338.44,81.105
21/2/19,96.605,106.35,2774.88,115.86,2018.25,120.85,2.5286,7459.71,413.69,66.57,6391,1323.63,80.972
22/2/19,96.507,106.57,2792.67,116.38,2019.77,121.57,2.4933,7527.55,414.97,66.52,6489,1329.4,81.578
25/2/19,96.413,106.79,2796.11,116.34,2023.04,121.21,2.5058,7554.46,414.19,64.31,6546,1327.58,81.65
26/2/19,96.003,106.77,2793.9,116.52,2025.31,121.81,2.4819,7549.3,413.13,65.13,6471,1328.96,81.82
27/2/19,96.154,106.71,2792.38,116.19,2027.24,120.43,2.498,7554.51,413.36,65.88,6533,1319.86,82.054
28/2/19,96.157,106.44,2784.49,116.03,2028.86,120.02,2.5141,7532.53,412.83,65.79,6536,1313.32,81.992
1/3/19,96.527,106.24,2803.69,115.47,2029.65,118.66,2.5526,7595.35,413.73,64.29,6572,1293.44,83.587
4/3/19,96.682,106.33,2792.81,115.73,2030.26,119.59,2.5405,7577.57,413.24,64.82,6420,1286.74,84.809
5/3/19,96.866,106.43,2789.65,115.77,2029.03,119.84,2.5446,7576.36,414.17,64.83,6553.5,1288.01,84.622
6/3/19,96.873,106.32,2771.45,115.88,2027.38,120.28,2.5161,7505.92,413.01,65.25,6505,1286.36,83.448
7/3/19,97.667,106.06,2748.93,116.26,2025.4,121.06,2.4734,7421.46,413.56,65.54,6458,1285.61,81.298
8/3/19,97.306,106.12,2743.07,116.41,2020.39,121.57,2.461,7408.14,414.33,65.16,6398.5,1298.3,81.04
11/3/19,97.215,106.21,2783.3,116.54,2023.9,121.21,2.4752,7558.06,413.86,66.08,6435,1293.35,83.531
12/3/19,96.935,106.39,2791.52,116.86,2027.68,122.06,2.4506,7591.03,417.35,66.32,6510,1301.58,83.655
13/3/19,96.55,106.47,2810.92,116.67,2032.09,121.83,2.4648,7643.41,419.42,67.15,6529,1309.12,84.541
14/3/19,96.785,106.24,2808.48,116.44,2033.79,120.95,2.4607,7630.91,418.27,66.74,6409,1296.17,84.311
15/3/19,96.595,106.37,2822.48,116.86,2035.21,121.75,2.4378,7688.53,419.58,66.5,6410,1302.4,85.618
18/3/19,96.524,106.46,2832.94,116.8,2036.45,121.68,2.4521,7714.48,420,66.91,6492,1303.71,87.108
19/3/19,96.383,106.46,2832.57,116.82,2038.17,121.41,2.4686,7723.95,420.73,67.32,6500,1306.56,88.093
20/3/19,95.761,106.82,2824.23,117.61,2039.43,122.68,2.3961,7728.97,421.99,68.05,6487,1312.53,89.864
21/3/19,96.495,106.68,2854.88,117.83,2042.93,122.95,2.4084,7838.96,423.67,67.54,6520,1309.36,90.963
22/3/19,96.651,106.31,2800.71,118.55,2040.89,124.86,2.3166,7642.67,424.35,66.45,6375,1313.68,88.239
25/3/19,96.566,106.5,2798.36,118.79,2039.26,125.06,2.2416,7637.54,425.45,66.6,6328,1321.9,88.713
26/3/19,96.736,106.36,2818.46,118.84,2042.02,124.97,2.2662,7691.52,425.73,67.26,6361,1315.71,89.188
27/3/19,96.774,106.15,2805.37,119,2042.86,126.12,2.2,7643.38,426.3,67.15,6338.5,1309.55,88.285
28/3/19,97.202,106.18,2815.44,119.15,2043.71,126.56,2.2359,7669.17,425.44,67.16,6385,1290.42,88.671
29/3/19,97.284,106.23,2834.4,119.06,2047.94,126.44,2.26,7729.32,426.5,67.51,6485,1292.38,89.038
1/4/19,97.232,106.4,2867.19,118.26,2051.76,124.37,2.3326,7828.91,426.5,68.99,6498,1287.72,90.71
2/4/19,97.361,106.27,2867.24,118.42,2052.31,124.6,2.3024,7848.69,426.37,69.24,6431,1292.46,90.699
3/4/19,97.091,106.5,2873.4,118.17,2054.84,123.52,2.3348,7895.55,426.9,69.17,6483,1289.93,91.035
4/4/19,97.308,106.38,2879.39,118.36,2055.24,123.87,2.3369,7891.78,427.5,68.86,6444,1292.21,90.943
5/4/19,97.395,106.29,2892.74,118.55,2058.15,124.03,2.3393,7938.69,424.94,69.96,6419,1291.76,91.864
8/4/19,97.05,106.22,2895.77,118.38,2059.92,123.59,2.3618,7953.88,425.23,70.8,6432.5,1297.48,92.493
9/4/19,97.006,106.29,2878.2,118.63,2060.86,123.98,2.3497,7909.28,424.84,70.55,6498,1304.1,91.792
10/4/19,96.946,106.35,2888.21,119.21,2062.55,124.28,2.3212,7964.24,425.3,71.23,6447,1307.99,92.367
11/4/19,97.177,106.17,2888.32,119.09,2066.13,123.55,2.354,7947.36,424.6,70.63,6432.5,1292.52,92.203
12/4/19,96.972,106.48,2907.41,119.02,2069.82,122.67,2.3914,7984.16,426.1,71.04,6490,1290.43,92.153
15/4/19,96.942,106.4,2905.58,118.83,2071.12,122.98,2.3916,7976.01,425.53,70.92,6456,1287.95,92.244
16/4/19,97.043,106.3,2907.06,118.5,2072.23,122.21,2.4124,8000.23,424.9,71.34,6460,1276.79,93.152
17/4/19,97.009,106.64,2900.45,118.48,2071.17,122.26,2.4002,7996.08,425.29,71.08,6509,1273.98,93.241
18/4/19,97.474,106.31,2905.03,118.58,2070.44,122.9,2.3802,7998.06,425.08,71.39,6448,1275.82,93.085
19/4/19,97.378,106.37,2905.03,118.58,2070.44,122.9,2.3802,7998.06,425.08,71.45,6448,1275.52,93.085
22/4/19,97.287,106.18,2907.97,118.39,2070.49,122.31,2.3866,8015.27,424.04,73.36,6448,1274.99,94.366
23/4/19,97.636,106.05,2933.68,118.88,2072.81,122.57,2.3639,8120.82,422.61,73.84,6430,1272.42,96.189
24/4/19,98.173,105.75,2927.25,119.28,2074.32,123.57,2.3178,8102.02,421.12,73.87,6437.5,1275.76,95.088
25/4/19,98.203,105.59,2926.17,119.22,2073.91,123.39,2.3319,8106.29,421.53,73.81,6375.5,1277.17,95.113
26/4/19,98.006,105.76,2939.88,119.64,2074.66,123.81,2.2821,8133.96,422.59,71.35,6393,1286.16,97.532
29/4/19,97.857,105.76,2943.03,119.17,2076.5,123.02,2.2922,8149.39,421.99,71.6,6376,1279.9,96.922
30/4/19,97.479,105.77,2945.83,119.22,2077.06,123.65,2.2661,8095.39,422.09,71.85,6442,1283.53,96.326
1/5/19,97.686,105.69,2923.73,118.83,2078.09,123.9,2.3044,8049.64,420.13,72.33,6398,1276.76,95.576
2/5/19,97.832,105.63,2917.52,118.4,2075.39,123.31,2.3448,8036.77,418.41,70.65,6214,1270.69,95.041
3/5/19,97.52,105.84,2945.64,118.93,2077.39,123.66,2.333,8164,418.59,71.22,6180,1279.11,98.123
6/5/19,97.515,105.44,2932.47,119.09,2076,124,2.2904,8123.29,417.54,71.25,6180,1281.1,97.528
7/5/19,97.628,105.27,2884.05,119.08,2073.2,124.95,2.2844,7963.76,417.29,70.27,6174,1284.43,96.05
8/5/19,97.623,105.23,2879.42,118.68,2072.74,124.41,2.2966,7943.32,414.2,70.6,6103,1280.88,95.889
9/5/19,97.373,104.99,2870.72,118.79,2068.11,124.92,2.258,7910.59,412.54,70.66,6112,1284.08,94.994
10/5/19,97.33,105.08,2881.4,118.86,2066.82,124.75,2.2661,7916.94,410.08,71.6,6135.5,1286.05,94.499
13/5/19,97.319,104.36,2811.87,118.93,2059.93,125.73,2.1884,7647.02,408.41,71.02,6042.5,1299.91,91.134
14/5/19,97.526,104.45,2834.41,119.1,2062.24,125.36,2.1965,7734.49,410.4,71.62,6007,1296.92,92.006
15/5/19,97.569,104.42,2850.96,119.43,2061.36,126.13,2.1596,7822.15,411.99,72.91,6002,1296.49,93.558
16/5/19,97.855,104.11,2876.32,119.24,2065.28,125.71,2.1922,7898.05,413.97,73.89,6089,1286.72,95.379
17/5/19,97.995,103.82,2859.53,119.25,2065.38,125.99,2.1981,7816.29,412.57,73.26,6025,1277.53,93.45
20/5/19,97.933,103.98,2840.23,118.97,2066.42,125.73,2.2208,7702.38,413.38,72.51,5985,1277.82,92.949
21/5/19,98.062,103.95,2864.36,119.07,2068.22,125.53,2.2538,7785.72,413.63,72.03,6004,1274.68,92.876
22/5/19,98.041,103.97,2856.27,119.22,2067.91,126.25,2.2227,7750.84,413.58,70.84,5920,1273.34,92.984
23/5/19,97.856,104.09,2822.24,119.48,2062.8,127.67,2.146,7628.28,413.02,67.71,5860,1283.45,90.774
24/5/19,97.613,104.15,2826.06,119.73,2063.41,127.78,2.1641,7637.01,414.71,69.33,5919,1284.93,91.164
27/5/19,97.613,104.15,2826.06,119.73,2063.41,127.78,2.1641,7637.01,414.71,70.01,5919,1285.36,91.164
28/5/19,97.952,104.06,2802.39,119.81,2063.41,128.79,2.1244,7607.35,417.42,69.92,5956.5,1279.33,91.822
29/5/19,98.144,103.9,2783.02,119.86,2057.04,129.09,2.109,7547.31,415.37,69.31,5864.5,1279.78,90.96
30/5/19,98.142,104.01,2788.86,120.55,2059.34,130.2,2.0609,7567.72,417.41,66.24,5823,1288.65,90.816
31/5/19,97.75,104.18,2752.06,120.83,2052.37,131.83,1.9221,7453.15,415.96,62.93,5780.5,1305.58,88.754
3/6/19,97.142,104.57,2744.45,120.83,2050.42,132.44,1.8317,7333.02,416.23,62.06,5796,1325.31,84.635
4/6/19,97.072,104.6,2803.27,120.87,2057.94,130.93,1.8834,7527.12,415.31,62.31,5804,1325.52,86.478
5/6/19,97.32,104.43,2826.15,120.79,2061.74,130.19,1.8569,7575.48,414.38,61.46,5832.5,1330.32,86.925
6/6/19,97.044,104.59,2843.49,121.02,2064.35,130.61,1.8787,7615.55,415.78,63.23,5805,1335.33,87.718
7/6/19,96.544,104.48,2873.34,121.56,2071.14,131.74,1.8494,7742.1,409.61,64.23,5770,1340.86,90.202
10/6/19,96.761,104.36,2886.73,121.12,2076.93,130.5,1.9036,7823.17,410.71,63.3,5788,1327.98,93.032
11/6/19,96.686,104.55,2885.72,121.23,2079.24,130.58,1.9297,7822.57,412.4,62.87,5905,1326.84,93.185
12/6/19,97,104.47,2879.84,121.41,2078.23,130.68,1.8786,7792.72,413.1,60.66,5828.5,1333.58,92.766
13/6/19,97.013,104.44,2891.64,121.72,2079.1,131.13,1.8357,7837.13,413.18,62.34,5797.5,1342.31,93.515
14/6/19,97.572,104.31,2886.98,121.77,2078.61,131.46,1.8405,7796.66,412.08,62.89,5805.5,1341.7,93.484
17/6/19,97.558,104.05,2889.67,121.83,2079.29,131.69,1.8687,7845.02,412.52,61.17,5756,1339.66,94.302
18/6/19,97.644,104.76,2917.75,122.64,2084.31,132.35,1.8643,7953.88,412.14,62.53,5848.5,1346.61,95.069
19/6/19,97.117,104.81,2926.46,123.42,2087.79,132.54,1.7351,7987.32,411.8,62.38,5895,1360.38,95.44
20/6/19,96.629,105.32,2954.18,124.09,2099.99,132.89,1.7775,8051.34,411.76,64.72,5962,1388.44,95.91
21/6/19,96.22,105.34,2950.46,123.64,2099.64,131.43,1.7678,8031.71,411.23,64.83,5941,1399.63,95.565
