Date,DXY Index,ADXY Index,SPX Index,LQD US Equity,LF98TRUU Index,TLT US Equity,USGG2YR Index,CCMP Index,CRB CMDT Index,EUCRBRDT Index,LOCADY Comdty,XAU Curncy,AMZN US Equity
20/7/10,82.747,111.16,1083.48,109.1,1123.48,100.33,0.5764,2222.49,422.12,75.41,6526,1192.2,6.005
21/7/10,83.393,111.03,1069.59,109.63,1127.02,102.03,0.552,2187.33,425.4,74.55,6771,1185,5.872
22/7/10,82.595,111.28,1093.67,109.49,1129.1,100.85,0.56,2245.89,428.9,77.3,6920.5,1194.98,6.004
23/7/10,82.464,111.39,1102.66,109.63,1131.02,99.78,0.5842,2269.47,428.16,76.88,6995,1189.14,5.944
26/7/10,82.087,111.64,1115.01,109.73,1134.1,99.61,0.5841,2296.43,429.75,77.13,6995.5,1183.5,5.92
27/7/10,82.185,111.74,1113.84,109.36,1136.92,98.65,0.6332,2288.25,430.42,75.08,7091.5,1161.6,5.857
28/7/10,82.179,111.58,1106.13,109.75,1138.39,98.97,0.6092,2264.56,434.33,75.62,7120,1163.1,5.857
29/7/10,81.636,111.79,1101.53,109.79,1138.65,98.94,0.5777,2251.69,435.69,76.99,7206,1168.1,5.843
30/7/10,81.539,112,1101.6,110.3,1138.65,100.48,0.5461,2254.7,438.56,78.28,7195,1181,5.895
2/8/10,80.938,112.45,1125.86,109.63,1140.34,98.75,0.5539,2295.36,440.48,81.13,7336,1182.75,6.004
3/8/10,80.596,112.4,1120.46,109.9,1142.34,99.32,0.5301,2283.52,440.31,82.6,7360,1186.25,6.121
4/8/10,80.892,112.37,1127.24,109.56,1143.56,98.56,0.5616,2303.57,443.67,82.33,7370.5,1194.83,6.379
5/8/10,80.825,112.39,1125.82,109.76,1144.17,99.02,0.5299,2293.06,446.78,82.29,7395,1194.96,6.392
6/8/10,80.407,112.72,1121.64,110.39,1144.43,100.1,0.5056,2288.47,445.8,80.18,7420,1205.4,6.416
9/8/10,80.711,112.68,1127.79,110.75,1146.08,99.73,0.5293,2305.69,445.14,80.77,7425,1201.23,6.442
10/8/10,80.799,112.34,1121.06,110.61,1145.15,99.94,0.5212,2277.17,442.89,79.32,7225,1204.3,6.5
11/8/10,82.29,111.7,1089.47,110.6,1140.81,101.28,0.5131,2208.63,443.54,76.64,7204,1198.15,6.295
12/8/10,82.635,111.8,1083.61,110.21,1136.82,101.03,0.5369,2190.27,445.18,75.1,7180,1213.95,6.328
13/8/10,82.948,111.71,1079.25,110.64,1136.14,102.29,0.5285,2173.48,447.48,74.57,7200,1215.43,6.235
16/8/10,82.533,111.73,1079.38,111.86,1137.65,104.85,0.4802,2181.87,448.71,74.84,7205,1225.35,6.304
17/8/10,82.226,112.1,1092.54,111.68,1138.89,104.25,0.4961,2209.44,451.46,75.97,7315.5,1224.83,6.443
18/8/10,82.223,112.26,1094.16,111.78,1140.39,104.53,0.4959,2215.7,452.81,75.52,7353.5,1229.3,6.483
19/8/10,82.447,112.18,1075.63,111.9,1140.87,106.16,0.4796,2178.95,452.61,74.63,7442,1231.96,6.379
20/8/10,83.057,112.06,1071.69,112.1,1139.48,106.04,0.4871,2179.76,450.73,73.59,7205.5,1227.89,6.388
23/8/10,83.123,111.98,1067.36,112.34,1140.46,106.06,0.4788,2159.63,453.22,72.83,7250,1226.15,6.33
24/8/10,83.146,111.68,1051.87,112.6,1139.46,107.76,0.4623,2123.76,453.71,71.51,7171,1230.5,6.227
25/8/10,83.261,111.61,1055.33,112.81,1137.78,107.41,0.5165,2141.54,453.26,73.09,7067,1240.15,6.342
26/8/10,82.934,111.79,1047.22,112.91,1138.54,108.42,0.5165,2118.69,454.92,74.15,7195.5,1237.6,6.243
27/8/10,82.918,111.93,1064.59,111.89,1138.52,105.35,0.5481,2153.63,455.23,76.36,7287,1237.83,6.332
30/8/10,83.164,111.71,1048.92,112.62,1139.97,107.366,0.4929,2119.97,456.03,75.52,7287,1237,6.19
31/8/10,83.202,111.6,1049.33,113,1139.06,108.56,0.4694,2114.03,455.07,74.31,7355.5,1247.4,6.242
1/9/10,82.522,112.09,1080.29,111.73,1141.47,106,0.5011,2176.84,457.39,75.85,7540.5,1244.3,6.625
2/9/10,82.463,112.16,1090.1,111.59,1143.6,104.88,0.4934,2200.01,459.4,76.19,7625.5,1251.06,6.761
3/9/10,82.102,112.43,1104.51,110.75,1145.09,103.58,0.51,2233.75,461.43,75.98,7631.5,1246.55,6.94
6/9/10,82.042,112.49,1104.51,110.75,1145.09,103.58,0.5101,2233.75,461.43,76.12,7660.5,1249.95,6.94
7/9/10,82.82,112.18,1091.84,111.57,1147.45,105.7,0.4784,2208.89,464.24,76.61,7520,1255.7,6.861
8/9/10,82.585,112.49,1098.87,111.35,1149.1,104.86,0.5103,2228.87,465.32,77.37,7620,1254.95,6.957
9/9/10,82.674,112.67,1104.18,110.77,1150.86,102.79,0.5665,2236.2,466.55,76.57,7532,1243.6,7.019
10/9/10,82.698,113.01,1109.55,110.85,1153.51,102.32,0.5673,2242.48,465.66,77.59,7525,1245.98,7.122
13/9/10,81.912,113.08,1121.9,111,1157.67,102.825,0.5273,2285.71,466.28,78.44,7630,1245.55,7.254
14/9/10,81.08,113.26,1121.1,111.52,1159.8,103.81,0.4954,2289.77,468.94,78.42,7517,1268.33,7.288
15/9/10,81.491,113.16,1125.07,111.34,1160.89,102.27,0.4795,2301.32,470.93,78.81,7595,1268.15,7.272
16/9/10,81.241,113.21,1124.66,110.99,1163.06,101.26,0.4716,2303.25,471.4,78.11,7670,1275.25,7.406
17/9/10,81.398,113.35,1125.59,111.35,1164.33,101.67,0.4639,2315.61,475.49,77.67,7756,1274.18,7.416
20/9/10,81.335,113.55,1142.71,111.49,1166.7,102.26,0.4559,2355.83,478.64,79.11,7735.5,1278.25,7.565
21/9/10,80.439,113.75,1139.78,112.34,1167.92,103.68,0.4155,2349.35,479.61,77.7,7695,1287.38,7.536
22/9/10,79.83,114.03,1134.28,112.27,1167.25,104.61,0.4318,2334.55,480.37,77.52,7705.5,1291.41,7.592
23/9/10,80.01,113.83,1124.83,112.35,1165.99,104.912,0.4156,2327.08,481.56,77.41,7876.5,1292.4,7.643
24/9/10,79.395,114.2,1148.67,112.1,1166.83,103.5,0.4403,2381.22,485.14,78.26,7911,1296.63,8.037
27/9/10,79.338,114.21,1142.16,112.68,1169.05,105.3,0.4158,2369.77,483.97,77.77,7922,1294.5,7.969
28/9/10,79.014,114.31,1147.7,112.88,1170.39,106.02,0.43,2379.59,483.87,78.33,7866,1308.95,7.985
29/9/10,78.691,114.48,1144.73,112.77,1171.53,105.58,0.43,2376.56,485.05,80.06,8016.5,1309.8,7.95
30/9/10,78.72,114.52,1141.2,113.09,1173.38,105.51,0.4222,2368.62,487.26,81.42,8053.5,1308.54,7.853
1/10/10,78.088,115.02,1146.24,112.11,1176.08,104.61,0.4145,2370.75,483.94,83.4,8115,1319.03,7.686
4/10/10,78.447,114.8,1137.03,112.29,1178.36,104.88,0.4066,2344.52,481.65,82.7,8085.5,1315.35,7.769
5/10/10,77.749,114.96,1160.75,112.52,1181.36,104.25,0.3987,2399.83,487.89,84.35,8125,1340.54,8.044
6/10/10,77.386,115.4,1159.97,113.25,1185.08,105.56,0.3829,2380.66,485.52,84.72,8215.5,1349.01,7.77
7/10/10,77.387,115.13,1158.06,113.22,1187.24,104.68,0.3512,2383.67,487.52,82.76,8262,1333.55,7.814
8/10/10,77.325,115.47,1165.15,113.11,1188.31,104.22,0.3431,2401.91,492.14,83.89,8104.5,1346.85,7.778
11/10/10,77.442,115.22,1165.32,113.21,1188.31,104.24,0.343,2402.33,492.14,83.23,8335.5,1354.15,7.652
12/10/10,77.363,115,1169.77,113.04,1190.55,103.21,0.367,2417.92,490.46,83.22,8266,1350.55,7.824
13/10/10,77.071,115.51,1178.1,112.98,1193.84,103.05,0.359,2441.23,491.32,84.39,8400,1372.28,7.759
14/10/10,76.647,115.66,1173.81,112.07,1193.09,101.508,0.375,2435.38,491.41,83.38,8412,1381.25,7.777
